id	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63
647	-0.095475945	0.17500182	0.016821482	-0.057001084	0.037771866	-0.065416408	0.16588592	0.1412586	-0.045004049	-0.16383977	0.2267656	0.04219552	0.032742524	0.0844826	-0.15092107	-0.082189846	0.030475708	0.075736072	0.070457059	-0.064390099	-0.0225354	0.15192351	0.13797274	-0.060340705	-0.064663123	0.10510359	0.065681257	-0.16425932	-0.16704643	0.13915905	0.12035831	0.0063977637	0.07174129	-0.061672068	0.12886955	0.0048014906	-0.19650083	-0.15752548	-0.25993814	0.20676885	-0.022497407	-0.10792886	-0.012816689	-0.167727	-0.32242899	-0.047917172	-0.048425946	0.071751296	-0.26321165	0.053619377	0.034335981	0.17963504	-0.074241402	-0.0068348291	-0.10458093	0.14670299	-0.20006684	0.015480119	0.12075153	-0.07833497	-0.051151118	-0.1858654	-0.095210295	0.094932333
44	0.024861302	0.065078368	0.005923631	-0.052817524	-0.18094983	0.10934495	-0.058915137	0.046509688	-0.12361813	0.1757431	0.080263063	-0.10313851	0.040397018	0.15584014	-0.020498913	-0.19745585	0.053018507	0.21441338	-0.18537711	0.11894307	-0.027025601	-0.010581048	0.022253067	0.0014297874	0.10013658	-0.13516153	-0.0099859218	-0.10858559	-0.059274091	0.34500189	-0.098182744	0.052094857	0.03555229	-0.22283271	-0.13314794	-0.21079245	-0.017743232	-0.15258071	-0.10413664	-0.17816962	0.078132074	0.069273118	0.17250899	-0.020412255	0.08566377	0.13110328	0.24280567	-0.14502503	-0.094049594	-0.11385147	-0.16093438	0.082919251	0.084508364	-0.16223259	-0.12601099	0.036408444	-0.057068061	0.026579569	-0.019623242	0.12302726	0.13076769	-0.21237534	0.15741268	-0.055919907
811	-0.13091499	-0.032595337	0.13163566	0.098670518	0.068648631	-0.019299084	0.050937453	-0.19155593	-0.2354721	-0.17907133	0.087586293	0.019312684	0.11197625	-0.010644281	-0.026212654	-0.091443763	0.071899257	0.00047422116	-0.16478173	-0.055952945	-0.012581246	-0.047468439	-0.061037697	0.009488545	0.046417807	-0.0735188	0.049171493	0.21177893	-0.092041657	0.047428922	-0.0783311	-0.13456325	0.038454196	0.1176496	0.15454032	-0.23804869	-0.0036334657	-0.028671907	-0.013787134	-0.038070296	-0.056707709	-0.046755122	0.10532635	0.046364218	-0.079512786	-0.26291497	0.15707003	0.069122263	-0.085883613	0.15119594	0.22911376	-0.14112024	0.067878181	-0.013872682	0.24141912	0.13667965	0.34946872	0.057107373	0.18459395	-0.01212422	-0.13537202	-0.15023585	-0.15283738	0.17739442
614	0.1755273	0.20574147	0.059650661	-0.026345041	0.034179903	0.041405679	-0.076664694	0.032176559	-0.24905678	0.0077070088	0.11469142	-0.082901379	-0.11161044	0.039131568	-0.021926928	0.21032184	0.0041227842	0.048545494	0.0022342122	-0.065361218	-0.096754947	-0.025981762	-0.13896702	-0.12590148	0.045365405	-0.039248809	0.1481808	0.16000273	0.07909442	-0.17304477	-0.12380325	0.23064262	-0.11618352	-0.11722102	-0.090441759	-0.05247509	0.21840407	0.056098201	-0.099090314	-0.17773175	0.018023837	0.11309352	-0.32575315	-0.22901499	-0.077163508	-0.056714271	-0.012746475	0.028327235	-0.081446054	-0.02969392	0.03145812	0.15470629	0.11835739	0.19867768	0.069990941	-0.0058649344	0.033726007	0.13286272	0.11792666	-0.21325811	-0.082532367	0.058928256	0.17853062	0.20207639
552	0.017765097	0.019866425	-0.033024835	-0.11954914	0.031738181	0.18084984	0.04593099	0.067049431	-0.18019796	-0.013976797	0.18715572	-0.13980652	-0.056331684	-0.081155656	-0.02628028	-0.26460764	-0.12993264	0.032284811	-0.13770318	-0.22038214	-0.06021886	-0.051996198	0.031469163	0.18077904	0.039228546	-0.22308046	0.088902967	-0.0083156334	-0.0072392799	-0.013586864	-0.2433439	0.15699842	-0.18359986	0.14309712	-0.092091981	0.025067298	-0.12481449	-0.20714274	0.094052358	0.037205704	-0.12838989	-0.016936045	-0.16452634	0.010101245	0.064684718	-0.23244347	0.18227003	-0.13180166	-0.1983189	-0.10784684	-0.21598038	-0.041599071	0.075132672	0.010702083	0.014209734	-0.030183403	-0.017909878	-0.011122907	0.1266636	-0.15267976	-0.087820626	0.20422228	0.08518178	0.13999233
808	0.10901099	-0.038748865	0.12296235	-0.24582443	-0.15411355	-0.11937058	-0.1887474	0.063260767	-0.14103582	0.017356433	0.24625811	0.017851001	0.27052016	-0.081524358	-0.14350291	0.12837103	-0.033877735	0.14247171	0.11174077	0.12208911	-0.038737337	-0.01284572	-0.0017448757	0.030554286	-0.10486323	-0.24759228	0.24415626	0.077020739	-0.15622754	-0.14214188	0.1100305	-0.020942536	-0.20827384	0.023068431	0.070567828	-0.050861939	-0.0015409221	-0.015978293	-0.11329787	0.044129745	-0.14945574	-0.095356415	-0.20258127	-0.24123421	0.12239053	0.14848791	0.046888755	0.10806401	-0.064726626	-0.00027571036	0.15814959	-0.066048981	-0.058286295	0.057323353	0.17589043	0.080661077	-0.10090246	-0.19009508	0.013013388	-0.017171363	0.017509377	-0.012915761	-0.093849035	0.084298247
847	-0.021075736	0.075644283	0.07079658	0.1388839	0.061526785	0.0001545515	-0.04749067	0.046213223	-0.095477682	-0.14532544	0.17270333	0.14000023	-0.23191074	0.013891112	0.2123726	-0.10266802	-0.10787067	-0.14560251	-0.069042921	0.15457404	-0.041239587	0.25898237	0.22017541	0.10381331	-0.19590162	-0.020710217	0.08257029	0.07345789	0.019127713	-0.18566448	0.14066666	0.00084679521	-0.0086085594	0.097411257	0.083159914	0.00078654123	-0.020198073	0.061877076	0.15000941	0.11309696	-0.013548459	0.18414084	-0.043156868	-0.070026258	0.023177301	-0.18581923	-0.12160502	-0.0034935596	-0.0084450981	0.046215944	0.32823767	0.09507037	0.064307419	0.031905429	0.16980542	-0.14634115	0.080354279	0.14051102	0.050227084	-0.17286423	-0.13299546	0.091297938	0.23064061	0.1340238
733	0.012991797	-0.062379793	-0.15058572	0.0076133097	0.066015213	0.3026643	0.13101245	-0.21654553	-0.259686	-0.033612565	-0.033603595	0.15967495	-0.10135318	0.039285111	-0.13109694	-0.23874323	0.1847845	-0.05347396	0.042406664	0.13618737	-0.12545715	0.25256592	0.25652295	0.092139706	0.13606638	0.026545393	-0.026578485	-0.067821067	0.033531007	0.22117173	0.1599534	0.05340774	0.030929454	-0.01202357	-0.071680907	0.054536506	-0.19497842	-0.019306451	0.11232944	-0.16681501	-0.01480314	-0.062006792	-0.076084081	0.031084735	-0.047969042	0.03730128	0.13613822	-0.1222833	0.026463691	0.021048398	-0.034317981	-0.074512858	0.13381564	-0.21595374	-0.14373682	-0.059892134	0.010679135	-0.005389532	0.087486998	0.11068705	0.062769173	0.048264272	-0.21868045	0.10472994
851	-0.22799656	-0.030220438	-0.047920144	-0.10495462	0.13234657	-0.19339181	-0.0093142036	0.19287831	0.051971781	0.05178259	-0.02168098	0.082486	0.0062626219	0.11174789	-0.010472787	0.079857232	-0.10121397	-0.07634026	-0.0041101485	0.029647916	0.098894653	0.033666313	0.3167802	0.056219994	-0.001356294	-0.26344565	-0.020501433	-0.19534222	0.077943414	0.022703869	0.2688682	0.18281363	0.050817084	0.080517169	-0.07037962	-0.068156718	-0.11589834	0.3196974	-0.059545587	-0.059100652	0.034078245	0.012115524	0.021764121	0.28733356	-0.16658629	0.1166178	-0.0119125	0.13154391	-0.063949339	0.022762976	0.036512447	-0.048966005	0.10507187	0.0038818217	-0.051759957	0.0574556	0.13805639	0.086402552	0.11063464	0.028045167	-0.14695236	0.24352313	-0.14906699	0.075594344
303	-0.10637266	-0.033222136	-0.0055768205	-0.17043141	0.18269693	-0.0050942742	-0.21059272	-0.091388276	-0.19213149	-0.022539573	-0.073711804	-0.11325098	0.045559697	0.043690853	0.015815888	-0.066100751	0.099725997	-0.16940051	-0.13088524	-0.055467379	0.24592818	0.23273666	-0.065505318	0.13729922	-0.082036173	0.023819289	0.056460907	-0.012097887	0.0023890806	0.25437114	0.21946083	0.14937685	0.12387974	-0.19769801	0.040653904	0.071804178	0.087288926	-0.066673906	0.23756501	0.12410392	-0.011209087	0.055250064	0.0049367641	0.07885058	-0.23420268	0.027276161	0.082866617	0.08339919	0.10880085	0.034051477	0.20398034	0.024493367	0.081589228	-0.10942953	-0.038865394	-0.10195906	0.086775629	-0.093209519	-0.072562329	-0.32328751	-0.084123474	0.017748209	-0.050626965	-0.14134856
