id	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63
0	0.017187193	-0.0180586	0.087545123	0.014339739	-0.073225457	0.049429675	0.17825548	0.129465	-0.096199889	-0.17298182	-0.085200983	0.0056492192	-0.31782933	-0.029908597	-0.17031476	-0.1001002	-0.074399648	-0.043237909	0.056269474	0.14251051	-0.017570557	0.18679416	-0.090931433	0.048051068	0.12350345	0.012851385	-0.10163559	-0.12599892	-0.062570653	0.030100449	-0.13801378	-0.028594088	-0.021765896	0.07393304	0.029343683	0.048579087	-0.089377704	-0.017718051	0.10716865	0.20415051	-0.17211297	0.20695184	0.1839798	0.10680447	0.036150815	-0.042912928	0.19930994	0.26796531	0.24628165	0.17977334	0.048853538	-0.16517592	-0.00060887545	0.089739454	-0.1761177	0.054012783	0.058761929	0.09514833	-0.16186772	-0.090454067	-0.059660253	-0.15991073	0.23776981	-0.067790491
65	-0.16778097	0.22701965	-0.10687292	-0.16300276	0.0044884155	-0.040243537	0.15278469	-0.11096293	-0.055909454	0.10149851	-0.092249551	0.13271632	0.13792809	0.25476884	0.26950085	-0.092715795	-0.091792025	-0.11715094	-0.00214582	-0.016130698	-0.027791394	-0.14731158	0.16682691	-0.19014057	-0.068963835	0.10266351	0.080465852	-0.026553792	0.12209575	-0.042348921	0.25424297	0.13448162	-0.096040189	0.11005711	-0.028085864	0.049406107	0.15695389	-0.1058658	0.18028907	-0.034201748	0.14034732	0.056803331	-0.070706935	-0.17430558	-0.15703087	0.038134445	-0.13946916	-0.063438318	-0.031606191	-0.082243012	-0.057339903	0.077884019	0.14353431	0.059880898	0.082767938	0.068545669	-0.056269024	0.023786063	-0.21684634	0.010400795	-0.05485375	0.15874454	-0.2383275	-0.13725526
467	0.21428125	0.062633429	0.033105832	0.14787985	0.018005161	-0.1404926	-0.11766177	0.10014869	0.045883537	-0.17937277	-0.011211296	0.070935578	-0.098711657	0.18480679	0.11723877	0.14982664	0.33722842	0.079470193	-0.084478901	0.00016194332	-0.054285257	0.14813064	-0.032350348	-0.018701926	-0.12993283	-0.15930654	0.19750889	0.2298822	-0.16438107	-0.19939446	-0.016605155	-0.093616947	0.16050155	-0.052237003	0.0077826453	-0.08418829	-0.048950174	0.059721767	-0.11386116	-0.13701333	0.20657815	-0.1101391	-0.24373276	0.036479914	0.015964549	0.14177962	0.11039263	0.012690142	0.033155826	-0.12767486	-0.014455905	-0.04036067	0.092187571	-0.088878873	-0.11444617	0.028523183	-0.067967919	-0.094475341	0.13017358	0.20311656	-0.13045452	0.063048578	-0.063493372	0.18009044
102	-0.020813054	-0.16597309	0.14210827	-0.01458052	-0.025693026	0.029368384	-0.047722368	-0.15812375	-0.054708637	0.17086443	0.034849416	0.13188909	0.29192784	0.03002361	-0.020646978	0.14942793	0.0086992712	-0.120187	-0.15446586	-0.081417157	0.030301252	-0.039699451	-0.044673953	-0.13646266	-0.056345917	0.0084764686	-0.2127832	-0.097544498	0.25143563	0.12833416	0.15057294	-0.23920045	-0.015309954	0.055895782	-0.0062813981	0.10082297	0.046130084	0.067241178	0.12023195	-0.20178215	0.040142647	-0.13623406	0.05109961	0.15289305	-0.0093157889	-0.1855442	-0.15957644	-0.0053999333	-0.073318647	0.18682633	-0.034014638	0.21476882	-0.0013056558	-0.12903405	0.25966379	-0.034533626	0.17423536	0.17243315	-0.01724355	0.081117503	0.11498275	0.1618598	-0.030432734	-0.12529799
509	0.10661374	-0.0042135075	-0.0061670563	-0.00531551	0.17581146	0.13164972	-0.19328641	-0.013903014	-0.11419428	0.074497462	0.22651521	-0.13161927	0.034089676	0.11557217	-0.10571937	-0.011793902	-0.040563134	0.086496394	0.28738487	-0.073575387	-0.14938534	0.066319733	-0.0042078707	0.13505183	-0.18568153	0.040749653	-0.063247106	-0.030219923	-0.077678017	-0.014441681	-0.056572066	0.056069961	0.13009351	-0.26392154	0.067305049	-0.036052271	0.23572311	-0.10379314	-0.077820877	-0.16238809	-0.019643311	-0.058360855	0.042072424	-0.059397495	-0.012781256	-0.13897167	0.13188022	-0.35129966	0.072924193	-0.0048869776	0.14215449	0.24481613	0.053308993	-0.17060735	0.030208127	-0.18695654	0.072179609	0.080323136	0.070349748	-0.12857769	0.11125469	-0.094422711	-0.1174913	-0.10897425
339	0.098854842	-0.063840529	-0.11408301	-0.011633622	-0.13692382	-0.042461791	0.07895977	0.012217252	-0.00090207155	0.089697977	-0.20207558	0.048204215	-0.019552226	0.020459945	-0.21950021	-0.14628167	-0.013810446	0.30664842	-0.17731202	-0.057488425	0.38643825	0.024372595	0.11935575	-0.026568203	0.21063264	0.05563296	0.056107872	0.1391617	-0.059602495	-0.01424962	-0.13108984	0.16340344	-0.27674587	-0.021908657	-0.10963308	-0.027561023	0.065557282	0.075655476	0.10828089	-0.18999427	-0.15998491	0.098200969	-0.045289668	0.057067734	-0.0096063976	0.2166004	-0.078217324	0.12843594	-0.093010538	0.056961015	0.11073338	0.002452711	-0.10834334	-0.087618874	-0.03039927	-0.1454568	0.00090242322	0.005641562	-0.045746524	0.11792024	-0.1707026	-0.022460904	0.048496309	-0.20364527
76	-0.084790369	0.22070152	-0.051835102	0.086135657	-0.15419187	0.13863355	0.089495567	-0.11268679	0.010679045	-0.13178636	-0.040841187	-0.16464164	0.024451503	0.13022724	-0.083695576	-0.049972679	0.040156033	-0.22871683	0.015888101	-0.060883202	0.0036423546	-0.35090617	-0.13819757	-0.043046018	0.09722188	-0.17059826	-0.17261239	-0.041672812	-0.06739931	0.029658872	-0.10014254	0.0065309433	-0.13342163	0.0050744933	0.1137123	-0.077584716	-0.0655981	0.1779603	-0.11159797	-0.13970495	-0.2096556	-0.11163601	-0.018074207	-0.062552256	0.27604451	-0.10842057	-0.12459349	-0.019023394	0.14615869	-0.061146366	0.017279445	0.020959963	-0.05864845	-0.0096114392	-0.15450856	-0.32831378	-0.060351509	0.10937022	-0.010395935	-0.1375025	-0.039454972	0.1615664	-0.12983413	0.0047640642
668	-0.049219855	-0.15542193	-0.38128684	-0.048347586	-0.033872259	0.0058012577	-0.12086789	0.026515583	0.10626724	0.10366719	0.1253869	0.015743783	-0.11916668	-0.063716387	-0.1872089	0.02250339	-0.018782193	-0.012962001	0.14346942	0.017100174	-0.19442438	-0.064322675	-0.042255294	-0.036141889	-0.024501834	-0.26003462	-0.083364301	0.025340865	0.11130366	-0.21223593	0.064061162	0.13135831	-0.0077269522	0.15655865	0.072227542	0.077147602	0.086130268	-0.11096426	0.15171015	0.17649064	0.16398107	0.073500858	-0.00046378288	0.13121485	-0.10641047	-0.099752439	-0.07077297	0.14326901	0.048162709	-0.19878354	-0.23210489	0.024351285	-0.017174955	0.14851286	0.16051369	0.17369497	-0.19396872	-0.17609089	0.10737249	-0.10602866	0.02070977	-0.088027707	0.054104952	0.11537868
970	-0.016461079	-0.22201953	0.18534066	-0.10101451	0.077760094	-0.16775882	-0.057371569	-0.068551562	-0.22223852	0.25346743	-0.17077761	-0.031830951	0.23723642	-0.080649363	-0.058625874	0.14272293	-0.035349412	-0.063586279	-0.12552674	0.0013462321	-0.0085676496	-0.21486321	0.029598975	-0.073443766	-0.033604684	0.02175307	-0.14684747	-0.090794722	0.0036362301	0.21814777	-0.090112484	-0.05699527	-0.058655501	0.006210671	-0.072136718	-0.097044405	-0.36200134	-0.043885465	-0.084416365	0.022283719	0.16202481	0.11347907	0.08454924	-0.046026631	0.0044584625	0.083374747	-0.11216451	0.13636424	0.095715409	0.12181187	-0.025064828	-0.035814183	-0.031960005	0.0070841247	0.11278157	0.063950919	-0.018850673	0.27804802	0.15053434	0.17549492	-0.090654388	-0.094524995	0.027850548	0.17683149
518	-0.17553281	-0.14240074	-0.01211271	0.17123873	-0.10613011	0.12286945	0.11498094	0.11917793	-0.012404761	0.048558952	-0.11770187	-0.06163332	0.18711841	-0.12707967	0.11477283	-0.046483635	-0.1178572	-0.10644537	-0.082552254	-0.013556195	-0.16142952	-0.064722138	0.13865625	0.047432624	-0.16786804	-0.10519369	-0.041355274	0.15315493	0.1208779	0.10632494	0.097676512	-0.11791342	-0.16409561	-0.28305122	-0.052884275	0.0281741	0.093341437	-0.11231799	-0.13583946	0.18952901	-0.046341461	-0.14783957	0.10254117	-0.12566676	-0.07795061	0.060982668	0.32015371	-0.055843379	0.046781834	0.01544215	0.049472763	-0.13100965	0.025945068	0.15508656	0.01550781	0.032924932	0.03852088	0.031164262	-0.29618598	-0.21835317	-0.14864509	0.12297995	0.055914287	0.054098047
